,Home?,Win?,Offensive Adv Season,Offensive Adv 3G,Offensive Adv 1G,Defensive Adv Season,Defensive Adv 3G,Defensive Adv 1G,Offensive H/A Adv,Defensive H/A Adv
0,0,0,9.0,1.2999999999999972,27.0,2.6999999999999886,-3.700000000000003,8.0,8.700000000000003,3.0999999999999943
1,1,1,-2.6999999999999886,3.700000000000003,-8.0,-9.0,-1.2999999999999972,-27.0,-3.0999999999999943,-8.700000000000003
2,0,0,5.700000000000003,9.0,20.0,-4.0,-11.0,-8.0,8.799999999999997,-4.0
3,1,1,4.0,11.0,8.0,-5.700000000000003,-9.0,-20.0,4.0,-8.799999999999997
4,0,0,1.1999999999999886,16.0,16.0,10.700000000000003,18.400000000000006,15.0,-0.29999999999999716,10.400000000000006
5,1,1,-10.700000000000003,-18.400000000000006,-15.0,-1.1999999999999886,-16.0,-16.0,-10.400000000000006,0.29999999999999716
6,0,1,-18.099999999999994,-17.700000000000003,-12.0,-11.799999999999997,-5.299999999999997,-22.0,-16.400000000000006,-10.099999999999994
7,1,0,11.799999999999997,5.299999999999997,22.0,18.099999999999994,17.700000000000003,12.0,10.099999999999994,16.400000000000006
8,0,1,1.0,12.700000000000003,-19.0,-0.10000000000000853,-3.299999999999997,-21.0,1.4000000000000057,2.799999999999997
9,1,0,0.10000000000000853,3.299999999999997,21.0,-1.0,-12.700000000000003,19.0,-2.799999999999997,-1.4000000000000057
10,0,1,-9.5,-12.0,-25.0,6.5,7.299999999999997,12.0,-11.599999999999994,4.200000000000003
11,1,0,-6.5,-7.299999999999997,-12.0,9.5,12.0,25.0,-4.200000000000003,11.599999999999994
12,0,0,1.7999999999999972,-13.400000000000006,9.0,-4.8999999999999915,-4.299999999999997,21.0,4.099999999999994,-0.7000000000000028
13,1,1,4.8999999999999915,4.299999999999997,-21.0,-1.7999999999999972,13.400000000000006,-9.0,0.7000000000000028,-4.099999999999994
14,0,1,2.799999999999997,4.299999999999997,7.0,-5.199999999999989,10.0,15.0,3.4000000000000057,-6.5
15,1,0,5.199999999999989,-10.0,-15.0,-2.799999999999997,-4.299999999999997,-7.0,6.5,-3.4000000000000057
16,0,0,0.09999999999999432,3.0,-6.0,-4.099999999999994,6.299999999999997,-1.0,-0.8000000000000114,-4.599999999999994
17,1,1,4.099999999999994,-6.299999999999997,1.0,-0.09999999999999432,-3.0,6.0,4.599999999999994,0.8000000000000114
18,0,0,3.299999999999997,-8.0,-6.0,-6.5,-14.400000000000006,-8.0,1.1000000000000085,-14.400000000000006
19,1,1,6.5,14.400000000000006,8.0,-3.299999999999997,8.0,6.0,14.400000000000006,-1.1000000000000085
20,0,0,-9.599999999999994,8.0,7.0,1.4000000000000057,13.299999999999997,13.0,-10.600000000000009,6.0
21,1,1,-1.4000000000000057,-13.299999999999997,-13.0,9.599999999999994,-8.0,-7.0,-6.0,10.600000000000009
22,0,0,2.799999999999997,0.0,12.0,11.299999999999997,2.700000000000003,17.0,1.7999999999999972,10.799999999999997
23,1,1,-11.299999999999997,-2.700000000000003,-17.0,-2.799999999999997,0.0,-12.0,-10.799999999999997,-1.7999999999999972
24,0,1,-6.700000000000003,-5.299999999999997,-7.0,-6.1000000000000085,-17.0,-16.0,-12.5,-9.100000000000009
25,1,0,6.1000000000000085,17.0,16.0,6.700000000000003,5.299999999999997,7.0,9.100000000000009,12.5
26,0,0,3.5,-18.0,9.0,6.099999999999994,-4.700000000000003,-16.0,3.8999999999999915,8.700000000000003
27,1,1,-6.099999999999994,4.700000000000003,16.0,-3.5,18.0,-9.0,-8.700000000000003,-3.8999999999999915
28,0,0,-4.400000000000006,-6.400000000000006,-7.0,-14.0,-6.700000000000003,-15.0,-3.1000000000000085,-10.200000000000003
29,1,1,14.0,6.700000000000003,15.0,4.400000000000006,6.400000000000006,7.0,10.200000000000003,3.1000000000000085
30,0,0,7.0,12.400000000000006,20.0,3.8000000000000114,-14.400000000000006,-5.0,6.6000000000000085,5.200000000000003
31,1,1,-3.8000000000000114,14.400000000000006,5.0,-7.0,-12.400000000000006,-20.0,-5.200000000000003,-6.6000000000000085
32,0,0,7.0,-2.299999999999997,-17.0,3.799999999999997,0.0,-46.0,6.0,8.400000000000006
33,1,1,-3.799999999999997,0.0,46.0,-7.0,2.299999999999997,17.0,-8.400000000000006,-6.0
34,0,0,-11.399999999999991,-8.299999999999997,0.0,-3.1999999999999886,-22.0,-14.0,-13.200000000000003,-4.699999999999989
35,1,1,3.1999999999999886,22.0,14.0,11.399999999999991,8.299999999999997,0.0,4.699999999999989,13.200000000000003
36,0,1,-9.0,-1.5999999999999943,-29.0,-2.1000000000000085,14.299999999999997,16.0,-10.799999999999997,-2.5
37,1,0,2.1000000000000085,-14.299999999999997,-16.0,9.0,1.5999999999999943,29.0,2.5,10.799999999999997
38,0,0,-8.0,3.700000000000003,7.0,-1.1999999999999886,17.700000000000003,18.0,-4.199999999999989,2.1000000000000085
39,1,1,1.1999999999999886,-17.700000000000003,-18.0,8.0,-3.700000000000003,-7.0,-2.1000000000000085,4.199999999999989
40,0,1,-1.2000000000000028,-21.0,-47.0,-5.299999999999997,-15.0,-27.0,-3.299999999999997,-8.0
41,1,0,5.299999999999997,15.0,27.0,1.2000000000000028,21.0,47.0,8.0,3.299999999999997
42,0,1,4.6000000000000085,3.0,7.0,-2.0,-1.5999999999999943,8.0,4.199999999999989,-1.4000000000000057
43,1,0,2.0,1.5999999999999943,-8.0,-4.6000000000000085,-3.0,-7.0,1.4000000000000057,-4.199999999999989
44,0,1,-4.900000000000006,-0.4000000000000057,0.0,2.6999999999999886,1.2999999999999972,-3.0,-8.899999999999991,-1.2999999999999972
45,1,0,-2.6999999999999886,-1.2999999999999972,3.0,4.900000000000006,0.4000000000000057,0.0,1.2999999999999972,8.899999999999991
46,0,1,-5.0,-6.599999999999994,-2.0,-5.900000000000006,4.400000000000006,-17.0,-6.3999999999999915,-5.099999999999994
47,1,0,5.900000000000006,-4.400000000000006,17.0,5.0,6.599999999999994,2.0,5.099999999999994,6.3999999999999915
48,0,1,-4.599999999999994,-18.299999999999997,13.0,6.1000000000000085,16.0,42.0,-6.599999999999994,4.700000000000003
49,1,0,-6.1000000000000085,-16.0,-42.0,4.599999999999994,18.299999999999997,-13.0,-4.700000000000003,6.599999999999994
50,0,1,3.1000000000000085,10.400000000000006,11.0,1.2999999999999972,4.299999999999997,2.0,3.5,-1.5
51,1,0,-1.2999999999999972,-4.299999999999997,-2.0,-3.1000000000000085,-10.400000000000006,-11.0,1.5,-3.5
52,0,0,6.599999999999994,16.700000000000003,-1.0,-4.6000000000000085,-3.0,3.0,6.300000000000011,-4.800000000000011
